Timestamp, Device Name, Is Powered
2024-11-20T02:54:45.356020,Zone3_GateNode_motor,false
2024-11-20T02:54:45.914613700,Zone3_GateNode_motor,false
2024-11-20T02:54:46.425954400,Zone3_GateNode_motor,false
2024-11-20T02:54:46.939030600,Zone3_GateNode_motor,false
2024-11-20T02:54:47.456783300,Zone3_GateNode_motor,false
2024-11-20T02:54:47.968547600,Zone3_GateNode_motor,false
2024-11-20T02:54:48.482709500,Zone3_GateNode_motor,false
2024-11-20T02:54:48.996785900,Zone3_GateNode_motor,false
2024-11-20T02:54:49.513071300,Zone3_GateNode_motor,false
2024-11-20T02:54:50.026778,Zone3_GateNode_motor,false
2024-11-20T02:54:50.543605,Zone3_GateNode_motor,false
2024-11-20T02:54:51.056208600,Zone3_GateNode_motor,false
2024-11-20T02:54:51.571432200,Zone3_GateNode_motor,false
2024-11-20T02:54:52.083405100,Zone3_GateNode_motor,false
2024-11-20T02:54:52.596540300,Zone3_GateNode_motor,false
2024-11-20T02:54:53.111766500,Zone3_GateNode_motor,false
2024-11-20T02:54:53.624715200,Zone3_GateNode_motor,false
2024-11-20T02:54:54.137437200,Zone3_GateNode_motor,false
2024-11-20T02:54:54.650761700,Zone3_GateNode_motor,false
2024-11-20T02:54:55.164655500,Zone3_GateNode_motor,false
2024-11-20T02:54:55.681510600,Zone3_GateNode_motor,false
2024-11-20T02:54:56.196426500,Zone3_GateNode_motor,false
2024-11-20T02:54:56.709788500,Zone3_GateNode_motor,false
2024-11-20T02:54:57.223864200,Zone3_GateNode_motor,false
2024-11-20T02:54:57.738736900,Zone3_GateNode_motor,false
2024-11-20T02:54:58.251956300,Zone3_GateNode_motor,false
2024-11-20T02:54:58.768522800,Zone3_GateNode_motor,false
2024-11-20T02:54:59.284766,Zone3_GateNode_motor,false
2024-11-20T02:54:59.799214200,Zone3_GateNode_motor,false
2024-11-20T02:55:00.314071500,Zone3_GateNode_motor,false
2024-11-20T02:55:00.825228100,Zone3_GateNode_motor,false
2024-11-20T02:55:01.338568,Zone3_GateNode_motor,false
2024-11-20T02:55:01.841692300,Zone3_GateNode_motor,false
2024-11-20T02:55:02.343616200,Zone3_GateNode_motor,false
2024-11-20T02:55:02.856339300,Zone3_GateNode_motor,false
2024-11-20T02:55:03.368729700,Zone3_GateNode_motor,false
2024-11-20T02:55:03.884100900,Zone3_GateNode_motor,false
2024-11-20T02:55:04.399227600,Zone3_GateNode_motor,false
2024-11-20T02:55:04.913846200,Zone3_GateNode_motor,false
2024-11-20T02:55:05.416966700,Zone3_GateNode_motor,false
2024-11-20T02:55:05.930726300,Zone3_GateNode_motor,false
2024-11-20T02:55:06.445930300,Zone3_GateNode_motor,false
2024-11-20T02:55:06.962103400,Zone3_GateNode_motor,false
2024-11-20T02:55:07.462649200,Zone3_GateNode_motor,false
2024-11-20T02:55:07.975779100,Zone3_GateNode_motor,false
2024-11-20T02:55:08.477172200,Zone3_GateNode_motor,false
2024-11-20T02:55:08.991194700,Zone3_GateNode_motor,false
2024-11-20T02:55:09.504420400,Zone3_GateNode_motor,false
2024-11-20T02:55:10.020873800,Zone3_GateNode_motor,false
2024-11-20T02:55:10.532940800,Zone3_GateNode_motor,false
2024-11-20T02:55:11.077866900,Zone3_GateNode_motor,false
2024-11-20T02:55:11.579402300,Zone3_GateNode_motor,false
2024-11-20T02:55:12.080342500,Zone3_GateNode_motor,false
2024-11-20T02:55:12.589984600,Zone3_GateNode_motor,false
2024-11-20T02:55:13.104860600,Zone3_GateNode_motor,false
2024-11-20T02:55:13.618085800,Zone3_GateNode_motor,false
